Car Title,Brand,Model,Price,Year,Trim,Mileage,Condition,Transmission,Fuel Type,CC,Color,Location,Body Type,Image Paths,URL
Used Alfa Romeo Giulia Veloce 2021,Alfa-romeo,Giulia,"EGP 1,950,000",2021,Alfa Romeo Veloce,"100,000 KM",Used,Automatic,Petrol,"2,000",Gray,Cairo,Sedan,images_yallamotor\alfa-romeo_giulia_2021_57705\img_1.jpeg; images_yallamotor\alfa-romeo_giulia_2021_57705\img_2.jpeg; images_yallamotor\alfa-romeo_giulia_2021_57705\img_3.jpeg; images_yallamotor\alfa-romeo_giulia_2021_57705\img_4.jpeg; images_yallamotor\alfa-romeo_giulia_2021_57705\img_5.jpeg; images_yallamotor\alfa-romeo_giulia_2021_57705\img_6.jpeg,https://egypt.yallamotor.com/used-cars/alfa-romeo/giulia/2021/used-alfa-romeo-giulia-2021-cairo-1710847
Used Alfa Romeo Giulia Veloce 2021,Alfa-romeo,Giulia,"EGP 2,300,000",2021,Alfa Romeo Veloce,"78,000 KM",Used,Automatic,Petrol,"2,000",Green,Monufeya,Sedan,images_yallamotor\alfa-romeo_giulia_2021_75577\img_1.jpeg; images_yallamotor\alfa-romeo_giulia_2021_75577\img_2.jpeg; images_yallamotor\alfa-romeo_giulia_2021_75577\img_3.jpeg; images_yallamotor\alfa-romeo_giulia_2021_75577\img_4.jpeg; images_yallamotor\alfa-romeo_giulia_2021_75577\img_5.jpeg; images_yallamotor\alfa-romeo_giulia_2021_75577\img_6.jpeg; images_yallamotor\alfa-romeo_giulia_2021_75577\img_7.jpeg,https://egypt.yallamotor.com/used-cars/alfa-romeo/giulia/2021/used-alfa-romeo-giulia-2021-monufeya-1710852
Used Alfa Romeo MiTo 1.4L Turbo 2015,Alfa-romeo,Mito,"EGP 700,000",2015,Alfa Romeo 1.4L Turbo,"184,000 KM",Used,Automatic,Petrol,"1,400",White,Cairo,Hatchback,images_yallamotor\alfa-romeo_mito_2015_96321\img_1.jpeg; images_yallamotor\alfa-romeo_mito_2015_96321\img_2.jpeg; images_yallamotor\alfa-romeo_mito_2015_96321\img_3.jpeg; images_yallamotor\alfa-romeo_mito_2015_96321\img_4.jpeg; images_yallamotor\alfa-romeo_mito_2015_96321\img_5.jpeg; images_yallamotor\alfa-romeo_mito_2015_96321\img_6.jpeg; images_yallamotor\alfa-romeo_mito_2015_96321\img_7.jpeg; images_yallamotor\alfa-romeo_mito_2015_96321\img_8.jpeg; images_yallamotor\alfa-romeo_mito_2015_96321\img_9.jpeg; images_yallamotor\alfa-romeo_mito_2015_96321\img_10.jpeg,https://egypt.yallamotor.com/used-cars/alfa-romeo/mito/2015/used-alfa-romeo-mito-2015-cairo-1735928
Used Alfa Romeo MiTo 1.4L Turbo 2019,Alfa-romeo,Mito,"EGP 850,000",2019,Alfa Romeo 1.4L Turbo,"86,000 KM",Used,Automatic,Petrol,"1,400",Red,6th of October City,Hatchback,images_yallamotor\alfa-romeo_mito_2019_15294\img_1.jpeg; images_yallamotor\alfa-romeo_mito_2019_15294\img_2.jpeg; images_yallamotor\alfa-romeo_mito_2019_15294\img_3.jpeg,https://egypt.yallamotor.com/used-cars/alfa-romeo/mito/2019/used-alfa-romeo-mito-2019-6th-of-october-city-1615580
Used Alfa Romeo Stelvio Premium 2020,Alfa-romeo,Stelvio,"EGP 1,950,000",2020,Alfa Romeo Premium,"73,000 KM",Used,Automatic,Petrol,"1,995",Red,Cairo,SUV,images_yallamotor\alfa-romeo_stelvio_2020_31703\img_1.jpeg; images_yallamotor\alfa-romeo_stelvio_2020_31703\img_2.jpeg; images_yallamotor\alfa-romeo_stelvio_2020_31703\img_3.jpeg; images_yallamotor\alfa-romeo_stelvio_2020_31703\img_4.jpeg; images_yallamotor\alfa-romeo_stelvio_2020_31703\img_5.jpeg; images_yallamotor\alfa-romeo_stelvio_2020_31703\img_6.jpeg; images_yallamotor\alfa-romeo_stelvio_2020_31703\img_7.jpeg,https://egypt.yallamotor.com/used-cars/alfa-romeo/stelvio/2020/used-alfa-romeo-stelvio-2020-cairo-2069236
Used Audi A3 Sedan 2019,Audi,A3-sedan,"EGP 1,650,000",2019,A3 Sedan,"78,000 KM",Used,automatic,Petrol,"1,600",Other,Cairo,Sedan,images_yallamotor\audi_a3-sedan_2019_58539\img_1.jpg; images_yallamotor\audi_a3-sedan_2019_58539\img_2.jpg; images_yallamotor\audi_a3-sedan_2019_58539\img_3.jpg; images_yallamotor\audi_a3-sedan_2019_58539\img_4.jpg; images_yallamotor\audi_a3-sedan_2019_58539\img_5.jpg,https://egypt.yallamotor.com/used-cars/audi/a3-sedan/2019/used-audi-a3-sedan-2019-cairo-1579419
Used Audi A3 Sedan 35 TFSI Advanced 150 HP 2020,Audi,A3-sedan,"EGP 1,300,000",2020,A3 Sedan 35 Tfsi Advanced 150 Hp,"170,000 KM",Used,Automatic,Petrol,"1,000",Silver,Cairo,Sedan,images_yallamotor\audi_a3-sedan_2020_76198\img_1.jpg; images_yallamotor\audi_a3-sedan_2020_76198\img_2.jpg; images_yallamotor\audi_a3-sedan_2020_76198\img_3.jpg,https://egypt.yallamotor.com/used-cars/audi/a3-sedan/2020/used-audi-a3-sedan-2020-cairo-2055428
Used Audi A3 Sportback 1.4 S-Line 2000,Audi,A3-sportback,"EGP 375,000",2000,A3 Sportback 1.4 S-Line,"228,000 KM",Used,Automatic,Petrol,"1,395",Silver,6th of October City,Hatchback,images_yallamotor\audi_a3-sportback_2000_89489\img_1.jpg; images_yallamotor\audi_a3-sportback_2000_89489\img_2.jpg; images_yallamotor\audi_a3-sportback_2000_89489\img_3.jpg; images_yallamotor\audi_a3-sportback_2000_89489\img_4.jpg; images_yallamotor\audi_a3-sportback_2000_89489\img_5.jpg; images_yallamotor\audi_a3-sportback_2000_89489\img_6.jpg,https://egypt.yallamotor.com/used-cars/audi/a3-sportback/2000/used-audi-a3-sportback-2000-6th-of-october-city-1685922
Used Audi A3 Sportback 1.4L (125 HP) 2012,Audi,A3-sportback,"EGP 675,000",2012,A3 Sportback 1.4L (125 Hp),"200,000 KM",Used,Automatic,Petrol,"1,400",Black,Cairo,Hatchback,images_yallamotor\audi_a3-sportback_2012_8236\img_1.jpg; images_yallamotor\audi_a3-sportback_2012_8236\img_2.jpg; images_yallamotor\audi_a3-sportback_2012_8236\img_3.jpg; images_yallamotor\audi_a3-sportback_2012_8236\img_4.jpg; images_yallamotor\audi_a3-sportback_2012_8236\img_5.jpg; images_yallamotor\audi_a3-sportback_2012_8236\img_6.jpg; images_yallamotor\audi_a3-sportback_2012_8236\img_7.jpg; images_yallamotor\audi_a3-sportback_2012_8236\img_8.jpg,https://egypt.yallamotor.com/used-cars/audi/a3-sportback/2012/used-audi-a3-sportback-2012-cairo-1686694
Used Audi A3 Sportback Ambition 1.4 TFSI 2015,Audi,A3-sportback,"EGP 1,200,000",2015,A3 Sportback Ambition 1.4 Tfsi,"128,000 KM",Used,Automatic,Petrol,"1,395",Blue,Giza,Hatchback,images_yallamotor\audi_a3-sportback_2015_29495\img_1.jpg; images_yallamotor\audi_a3-sportback_2015_29495\img_2.jpg; images_yallamotor\audi_a3-sportback_2015_29495\img_3.jpg; images_yallamotor\audi_a3-sportback_2015_29495\img_4.jpg; images_yallamotor\audi_a3-sportback_2015_29495\img_5.jpg; images_yallamotor\audi_a3-sportback_2015_29495\img_6.jpg; images_yallamotor\audi_a3-sportback_2015_29495\img_7.jpg; images_yallamotor\audi_a3-sportback_2015_29495\img_8.jpg; images_yallamotor\audi_a3-sportback_2015_29495\img_9.jpg,https://egypt.yallamotor.com/used-cars/audi/a3-sportback/2015/used-audi-a3-sportback-2015-giza-1691348
Used Aston Martin DBX 4.0T V8 2021,Aston-martin,Dbx,"EGP 13,000,000",2021,Aston Martin 4.0T V8,"6,000 KM",Used,Automatic,Petrol,"4,000",Gray,Cairo,SUV,images_yallamotor\aston-martin_dbx_2021_57430\img_1.jpg; images_yallamotor\aston-martin_dbx_2021_57430\img_2.jpg; images_yallamotor\aston-martin_dbx_2021_57430\img_3.jpg; images_yallamotor\aston-martin_dbx_2021_57430\img_4.jpg; images_yallamotor\aston-martin_dbx_2021_57430\img_5.jpg; images_yallamotor\aston-martin_dbx_2021_57430\img_6.jpg; images_yallamotor\aston-martin_dbx_2021_57430\img_7.jpg; images_yallamotor\aston-martin_dbx_2021_57430\img_8.jpg; images_yallamotor\aston-martin_dbx_2021_57430\img_9.jpg; images_yallamotor\aston-martin_dbx_2021_57430\img_10.jpg; images_yallamotor\aston-martin_dbx_2021_57430\img_11.jpg; images_yallamotor\aston-martin_dbx_2021_57430\img_12.jpg; images_yallamotor\aston-martin_dbx_2021_57430\img_13.jpg; images_yallamotor\aston-martin_dbx_2021_57430\img_14.jpg,https://egypt.yallamotor.com/used-cars/aston-martin/dbx/2021/used-aston-martin-dbx-2021-cairo-1672413
Used Aston Martin DBX 2021,Aston-martin,Dbx,"EGP 13,000,000",2021,Aston Martin,"3,000 KM",Used,Automatic,Petrol,"4,000",Beige,Cairo,Sedan,images_yallamotor\aston-martin_dbx_2021_81999\img_1.jpg; images_yallamotor\aston-martin_dbx_2021_81999\img_2.jpg; images_yallamotor\aston-martin_dbx_2021_81999\img_3.jpg; images_yallamotor\aston-martin_dbx_2021_81999\img_4.jpg; images_yallamotor\aston-martin_dbx_2021_81999\img_5.jpg; images_yallamotor\aston-martin_dbx_2021_81999\img_6.jpg,https://egypt.yallamotor.com/used-cars/aston-martin/dbx/2021/used-aston-martin-dbx-2021-cairo-1673198
Used Aston Martin DBX 4.0T V8 2021,Aston-martin,Dbx,"EGP 13,000,000",2021,Aston Martin 4.0T V8,"6,000 KM",Used,Automatic,Petrol,"4,000",Gray,Nasr City,SUV,images_yallamotor\aston-martin_dbx_2021_2541\img_1.jpg; images_yallamotor\aston-martin_dbx_2021_2541\img_2.jpg; images_yallamotor\aston-martin_dbx_2021_2541\img_3.jpg; images_yallamotor\aston-martin_dbx_2021_2541\img_4.jpg; images_yallamotor\aston-martin_dbx_2021_2541\img_5.jpg; images_yallamotor\aston-martin_dbx_2021_2541\img_6.jpg; images_yallamotor\aston-martin_dbx_2021_2541\img_7.jpg; images_yallamotor\aston-martin_dbx_2021_2541\img_8.jpg; images_yallamotor\aston-martin_dbx_2021_2541\img_9.jpg; images_yallamotor\aston-martin_dbx_2021_2541\img_10.jpg,https://egypt.yallamotor.com/used-cars/aston-martin/dbx/2021/used-aston-martin-dbx-2021-nasr-city-1675001
Used Audi A1 1.4L (122 HP) 2014,Audi,A1,"EGP 730,000",2014,1.4L (122 Hp),"138,000 KM",Used,Automatic,Petrol,"1,390",White,6th of October City,Hatchback,images_yallamotor\audi_a1_2014_29096\img_1.jpeg; images_yallamotor\audi_a1_2014_29096\img_2.jpeg; images_yallamotor\audi_a1_2014_29096\img_3.jpeg; images_yallamotor\audi_a1_2014_29096\img_4.jpeg; images_yallamotor\audi_a1_2014_29096\img_5.jpeg,https://egypt.yallamotor.com/used-cars/audi/a1/2014/used-audi-a1-2014-6th-of-october-city-1754470
Used Audi A3 Sedan Attraction 1.4 TFSI 122 HP 2015,Audi,A3-sedan,"EGP 1,150,000",2015,A3 Sedan Attraction 1.4 Tfsi 122 Hp,"122,000 KM",Used,Automatic,Petrol,"1,400",Silver,Cairo,Sedan,images_yallamotor\audi_a3-sedan_2015_47852\img_1.jpeg; images_yallamotor\audi_a3-sedan_2015_47852\img_2.jpeg; images_yallamotor\audi_a3-sedan_2015_47852\img_3.jpeg; images_yallamotor\audi_a3-sedan_2015_47852\img_4.jpeg; images_yallamotor\audi_a3-sedan_2015_47852\img_5.jpeg; images_yallamotor\audi_a3-sedan_2015_47852\img_6.jpeg; images_yallamotor\audi_a3-sedan_2015_47852\img_7.jpeg; images_yallamotor\audi_a3-sedan_2015_47852\img_8.jpeg; images_yallamotor\audi_a3-sedan_2015_47852\img_9.jpeg,https://egypt.yallamotor.com/used-cars/audi/a3-sedan/2015/used-audi-a3-sedan-2015-cairo-2049486
Used Audi A4 2019,Audi,A4,"EGP 1,190,000",2019,Base/Standard,"168,000 KM",Used,-,Petrol,"1,600",Black,Cairo,Sedan,images_yallamotor\audi_a4_2019_45913\img_1.jpg; images_yallamotor\audi_a4_2019_45913\img_2.jpg; images_yallamotor\audi_a4_2019_45913\img_3.jpg; images_yallamotor\audi_a4_2019_45913\img_4.jpg,https://egypt.yallamotor.com/used-cars/audi/a4/2019/used-audi-a4-2019-cairo-2082406
Used Audi A4 2.0L 211 HP 2021,Audi,A4,"EGP 2,100,000",2021,2.0L 211 Hp,"42,000 KM",Used,Automatic,Petrol,"2,000",Gray,Cairo,Sedan,images_yallamotor\audi_a4_2021_65544\img_1.jpg; images_yallamotor\audi_a4_2021_65544\img_2.jpg; images_yallamotor\audi_a4_2021_65544\img_3.jpg; images_yallamotor\audi_a4_2021_65544\img_4.jpg,https://egypt.yallamotor.com/used-cars/audi/a4/2021/used-audi-a4-2021-cairo-2072638
Used Audi A4 2023,Audi,A4,"EGP 2,750,000",2023,Base/Standard,"4,000 KM",Used,-,Petrol,"1,600",Black,Cairo,SUV,images_yallamotor\audi_a4_2023_92545\img_1.jpg; images_yallamotor\audi_a4_2023_92545\img_2.jpg; images_yallamotor\audi_a4_2023_92545\img_3.jpg; images_yallamotor\audi_a4_2023_92545\img_4.jpg,https://egypt.yallamotor.com/used-cars/audi/a4/2023/used-audi-a4-2023-cairo-2038631
Used Audi A4 2023,Audi,A4,"EGP 2,395,000",2023,Base/Standard,"4,000 KM",Used,-,Petrol,"1,600",Black,Cairo,Sedan,images_yallamotor\audi_a4_2023_8611\img_1.jpg; images_yallamotor\audi_a4_2023_8611\img_2.jpg; images_yallamotor\audi_a4_2023_8611\img_3.jpg,https://egypt.yallamotor.com/used-cars/audi/a4/2023/used-audi-a4-2023-cairo-2072144
Used Audi A4 2023,Audi,A4,"EGP 2,400,000",2023,Base/Standard,"4,000 KM",Used,-,Petrol,"1,600",Gray,Cairo,Sedan,images_yallamotor\audi_a4_2023_21658\img_1.jpg; images_yallamotor\audi_a4_2023_21658\img_2.jpg; images_yallamotor\audi_a4_2023_21658\img_3.jpg; images_yallamotor\audi_a4_2023_21658\img_4.jpg,https://egypt.yallamotor.com/used-cars/audi/a4/2023/used-audi-a4-2023-cairo-2079589
Used Audi A6 2.0L (190 HP) 2012,Audi,A6,"EGP 1,200,000",2012,2.0L (190 Hp),"170,000 KM",Used,Automatic,Petrol,"1,984",Black,Cairo,Sedan,images_yallamotor\audi_a6_2012_61510\img_1.jpg; images_yallamotor\audi_a6_2012_61510\img_2.jpg; images_yallamotor\audi_a6_2012_61510\img_3.jpg; images_yallamotor\audi_a6_2012_61510\img_4.jpg; images_yallamotor\audi_a6_2012_61510\img_5.jpg; images_yallamotor\audi_a6_2012_61510\img_6.jpg,https://egypt.yallamotor.com/used-cars/audi/a6/2012/used-audi-a6-2012-cairo-1750829
Used Audi A6 35 TFSI (190 HP) 2014,Audi,A6,"EGP 1,600,000",2014,35 Tfsi (190 Hp),"160,000 KM",Used,Automatic,Petrol,"2,000",White,Cairo,Sedan,images_yallamotor\audi_a6_2014_78506\img_1.jpg; images_yallamotor\audi_a6_2014_78506\img_2.jpg; images_yallamotor\audi_a6_2014_78506\img_3.jpg; images_yallamotor\audi_a6_2014_78506\img_4.jpg,https://egypt.yallamotor.com/used-cars/audi/a6/2014/used-audi-a6-2014-cairo-1716873
Used Audi A6 2.0 TFSI (245 HP) 2020,Audi,A6,"EGP 3,500,000",2020,2.0 Tfsi (245 Hp),"20,000 KM",Used,Automatic,Petrol,"2,000",Burgundy,Cairo,Sedan,images_yallamotor\audi_a6_2020_94555\img_1.jpeg; images_yallamotor\audi_a6_2020_94555\img_2.jpeg; images_yallamotor\audi_a6_2020_94555\img_3.jpeg; images_yallamotor\audi_a6_2020_94555\img_4.jpeg; images_yallamotor\audi_a6_2020_94555\img_5.jpeg,https://egypt.yallamotor.com/used-cars/audi/a6/2020/used-audi-a6-2020-cairo-1699331
Used Audi Q2 35 TFSI Sport S-line 150 HP 2019,Audi,Q2,"EGP 1,600,000",2019,35 Tfsi Sport S-Line 150 Hp,"95,000 KM",Used,Automatic,Petrol,"1,395",White,Cairo,SUV,images_yallamotor\audi_q2_2019_12631\img_1.jpeg; images_yallamotor\audi_q2_2019_12631\img_2.jpeg; images_yallamotor\audi_q2_2019_12631\img_3.jpeg,https://egypt.yallamotor.com/used-cars/audi/q2/2019/used-audi-q2-2019-cairo-1642044
Used Audi Q3 Sportback 40 TFSI S-line (180 HP) 2025,Audi,Q3-sportback,"EGP 2,400,000",2025,Q3 Sportback 40 Tfsi S-Line (180 Hp),"6,000 KM",Used,Automatic,Petrol,"1,400",Black,Cairo,Hatchback,images_yallamotor\audi_q3-sportback_2025_26670\img_1.jpg; images_yallamotor\audi_q3-sportback_2025_26670\img_2.jpg; images_yallamotor\audi_q3-sportback_2025_26670\img_3.jpg; images_yallamotor\audi_q3-sportback_2025_26670\img_4.jpg; images_yallamotor\audi_q3-sportback_2025_26670\img_5.jpg,https://egypt.yallamotor.com/used-cars/audi/q3-sportback/2025/used-audi-q3-sportback-2025-cairo-2082355
Used Audi Q3 35 TFSI (150 HP) 2021,Audi,Q3,"EGP 2,250,000",2021,35 Tfsi (150 Hp),"97,022 KM",Used,Automatic,Petrol,"2,000",Red,Cairo,SUV,images_yallamotor\audi_q3_2021_68247\img_1.jpeg; images_yallamotor\audi_q3_2021_68247\img_2.jpeg; images_yallamotor\audi_q3_2021_68247\img_3.jpeg; images_yallamotor\audi_q3_2021_68247\img_4.jpeg; images_yallamotor\audi_q3_2021_68247\img_5.jpeg; images_yallamotor\audi_q3_2021_68247\img_6.jpeg; images_yallamotor\audi_q3_2021_68247\img_7.jpeg; images_yallamotor\audi_q3_2021_68247\img_8.jpeg; images_yallamotor\audi_q3_2021_68247\img_9.jpeg; images_yallamotor\audi_q3_2021_68247\img_10.jpeg,https://egypt.yallamotor.com/used-cars/audi/q3/2021/used-audi-q3-2021-cairo-1677419
Used Audi Q7 2011,Audi,Q7,"EGP 1,900,000",2011,Base/Standard,"65,000 KM",Used,Automatic,Petrol,-,White,Cairo,Hatchback,images_yallamotor\audi_q7_2011_88846\img_1.jpeg; images_yallamotor\audi_q7_2011_88846\img_2.jpeg; images_yallamotor\audi_q7_2011_88846\img_3.jpeg; images_yallamotor\audi_q7_2011_88846\img_4.jpeg; images_yallamotor\audi_q7_2011_88846\img_5.jpeg; images_yallamotor\audi_q7_2011_88846\img_6.jpeg; images_yallamotor\audi_q7_2011_88846\img_7.jpeg,https://egypt.yallamotor.com/used-cars/audi/q7/2011/used-audi-q7-2011-cairo-1524205
Used Audi Q7 2017,Audi,Q7,"EGP 1,500,000",2017,Base/Standard,"150,000 KM",Used,Automatic,Petrol,-,Tan,Cairo,SUV,images_yallamotor\audi_q7_2017_8425\img_1.jpg,https://egypt.yallamotor.com/used-cars/audi/q7/2017/used-audi-q7-2017-cairo-1593062
Used Audi Q7 45 TFSI S-Line Quattro 252 HP 2019,Audi,Q7,"EGP 3,150,000",2019,45 Tfsi S-Line Quattro 252 Hp,"55,000 KM",Used,Automatic,Petrol,"1,984",Other,Cairo,SUV,images_yallamotor\audi_q7_2019_16239\img_1.jpg; images_yallamotor\audi_q7_2019_16239\img_2.jpg; images_yallamotor\audi_q7_2019_16239\img_3.jpg; images_yallamotor\audi_q7_2019_16239\img_4.jpg; images_yallamotor\audi_q7_2019_16239\img_5.jpg,https://egypt.yallamotor.com/used-cars/audi/q7/2019/used-audi-q7-2019-cairo-2072988
Used Audi Q7 40 TFSI Design quattro (252 HP) 2021,Audi,Q7,"EGP 1,000",2021,40 Tfsi Design Quattro (252 Hp),"95,000 KM",Used,Automatic,Petrol,"1,984",Black,Cairo,SUV,images_yallamotor\audi_q7_2021_30999\img_1.jpg; images_yallamotor\audi_q7_2021_30999\img_2.jpg; images_yallamotor\audi_q7_2021_30999\img_3.jpg,https://egypt.yallamotor.com/used-cars/audi/q7/2021/used-audi-q7-2021-cairo-2079642
Used Audi A4 2023,Audi,A4,"EGP 2,375,000",2023,Base/Standard,"4,000 KM",Used,-,Petrol,"1,600",Gray,Cairo,Sedan,images_yallamotor\audi_a4_2023_45613\img_1.jpg; images_yallamotor\audi_a4_2023_45613\img_2.jpg; images_yallamotor\audi_a4_2023_45613\img_3.jpg; images_yallamotor\audi_a4_2023_45613\img_4.jpg,https://egypt.yallamotor.com/used-cars/audi/a4/2023/used-audi-a4-2023-cairo-2084514
Used Audi A4 2024,Audi,A4,"EGP 2,890,000",2024,Base/Standard,"2,000 KM",Used,-,Petrol,"1,600",Black,Cairo,Sedan,images_yallamotor\audi_a4_2024_64627\img_1.jpg; images_yallamotor\audi_a4_2024_64627\img_2.jpg; images_yallamotor\audi_a4_2024_64627\img_3.jpg; images_yallamotor\audi_a4_2024_64627\img_4.jpg,https://egypt.yallamotor.com/used-cars/audi/a4/2024/used-audi-a4-2024-cairo-2048869
Used Audi A5 Convertible 2011,Audi,A5-convertible,"EGP 1,500,000",2011,A5 Convertible,"138,000 KM",Used,Automatic,Petrol,"2,000",White,Cairo,Coupe,images_yallamotor\audi_a5-convertible_2011_81689\img_1.jpg; images_yallamotor\audi_a5-convertible_2011_81689\img_2.jpg; images_yallamotor\audi_a5-convertible_2011_81689\img_3.jpg; images_yallamotor\audi_a5-convertible_2011_81689\img_4.jpg; images_yallamotor\audi_a5-convertible_2011_81689\img_5.jpg; images_yallamotor\audi_a5-convertible_2011_81689\img_6.jpg; images_yallamotor\audi_a5-convertible_2011_81689\img_7.jpg; images_yallamotor\audi_a5-convertible_2011_81689\img_8.jpg,https://egypt.yallamotor.com/used-cars/audi/a5-convertible/2011/used-audi-a5-convertible-2011-cairo-1764088
Used Audi A5 Sedan 2018,Audi,A5-sedan,"EGP 1,000,000",2018,A5 Sedan,"14,500 KM",Used,Automatic,Petrol,"1,600",Silver,Cairo,Sedan,images_yallamotor\audi_a5-sedan_2018_5777\img_1.jpg; images_yallamotor\audi_a5-sedan_2018_5777\img_2.jpg; images_yallamotor\audi_a5-sedan_2018_5777\img_3.jpg,https://egypt.yallamotor.com/used-cars/audi/a5-sedan/2018/used-audi-a5-sedan-2018-cairo-1709648
Used Audi A5 Sedan 2019,Audi,A5-sedan,"EGP 2,300,000",2019,A5 Sedan,"102,000 KM",Used,Automatic,Petrol,"1,400",Maroon,Cairo,Sedan,images_yallamotor\audi_a5-sedan_2019_19831\img_1.jpg; images_yallamotor\audi_a5-sedan_2019_19831\img_2.jpg; images_yallamotor\audi_a5-sedan_2019_19831\img_3.jpg; images_yallamotor\audi_a5-sedan_2019_19831\img_4.jpg; images_yallamotor\audi_a5-sedan_2019_19831\img_5.jpg; images_yallamotor\audi_a5-sedan_2019_19831\img_6.jpg; images_yallamotor\audi_a5-sedan_2019_19831\img_7.jpg; images_yallamotor\audi_a5-sedan_2019_19831\img_8.jpg; images_yallamotor\audi_a5-sedan_2019_19831\img_9.jpg; images_yallamotor\audi_a5-sedan_2019_19831\img_10.jpg; images_yallamotor\audi_a5-sedan_2019_19831\img_11.jpg; images_yallamotor\audi_a5-sedan_2019_19831\img_12.jpg; images_yallamotor\audi_a5-sedan_2019_19831\img_13.jpg,https://egypt.yallamotor.com/used-cars/audi/a5-sedan/2019/used-audi-a5-sedan-2019-cairo-1652807
Used Audi Q3 2015,Audi,Q3,"EGP 1,100,000",2015,Base/Standard,"160,000 KM",Used,Automatic,-,"1,400",Silver,Cairo,SUV,images_yallamotor\audi_q3_2015_60584\img_1.jpeg; images_yallamotor\audi_q3_2015_60584\img_2.jpeg; images_yallamotor\audi_q3_2015_60584\img_3.jpeg; images_yallamotor\audi_q3_2015_60584\img_4.jpeg; images_yallamotor\audi_q3_2015_60584\img_5.jpeg; images_yallamotor\audi_q3_2015_60584\img_6.jpeg; images_yallamotor\audi_q3_2015_60584\img_7.jpeg; images_yallamotor\audi_q3_2015_60584\img_8.jpeg; images_yallamotor\audi_q3_2015_60584\img_9.jpeg; images_yallamotor\audi_q3_2015_60584\img_10.jpeg; images_yallamotor\audi_q3_2015_60584\img_11.jpeg,https://egypt.yallamotor.com/used-cars/audi/q3/2015/used-audi-q3-2015-cairo-1497936
Used Audi Q3 1.4L (150 HP) 2016,Audi,Q3,"EGP 1,350,000",2016,1.4L (150 Hp),"170,000 KM",Used,Automatic,Petrol,"1,984",Silver,Cairo,SUV,images_yallamotor\audi_q3_2016_84620\img_1.jpg; images_yallamotor\audi_q3_2016_84620\img_2.jpg; images_yallamotor\audi_q3_2016_84620\img_3.jpg,https://egypt.yallamotor.com/used-cars/audi/q3/2016/used-audi-q3-2016-cairo-1535183
Used Audi Q3 2017,Audi,Q3,"EGP 990,000",2017,Base/Standard,"170,000 KM",Used,-,Petrol,"1,600",Gray,Cairo,Sedan,images_yallamotor\audi_q3_2017_97670\img_1.jpg; images_yallamotor\audi_q3_2017_97670\img_2.jpg; images_yallamotor\audi_q3_2017_97670\img_3.jpg; images_yallamotor\audi_q3_2017_97670\img_4.jpg,https://egypt.yallamotor.com/used-cars/audi/q3/2017/used-audi-q3-2017-cairo-2077241
Used Audi Q3 1.4L (150 HP) 2018,Audi,Q3,"EGP 2,000,000",2018,1.4L (150 Hp),"53,000 KM",Used,Automatic,Petrol,-,Gray,6th of October City,SUV,images_yallamotor\audi_q3_2018_12729\img_1.jpeg; images_yallamotor\audi_q3_2018_12729\img_2.jpeg; images_yallamotor\audi_q3_2018_12729\img_3.jpeg,https://egypt.yallamotor.com/used-cars/audi/q3/2018/used-audi-q3-2018-6th-of-october-city-1528638
Used Audi Q3 35 TFSI (150 HP) 2021,Audi,Q3,"EGP 2,250,000",2021,35 Tfsi (150 Hp),"97,022 KM",Used,Automatic,Petrol,"1,400",Red,Cairo,SUV,images_yallamotor\audi_q3_2021_26788\img_1.jpeg; images_yallamotor\audi_q3_2021_26788\img_2.jpeg; images_yallamotor\audi_q3_2021_26788\img_3.jpeg; images_yallamotor\audi_q3_2021_26788\img_4.jpeg; images_yallamotor\audi_q3_2021_26788\img_5.jpeg; images_yallamotor\audi_q3_2021_26788\img_6.jpeg; images_yallamotor\audi_q3_2021_26788\img_7.jpeg; images_yallamotor\audi_q3_2021_26788\img_8.jpeg; images_yallamotor\audi_q3_2021_26788\img_9.jpeg; images_yallamotor\audi_q3_2021_26788\img_10.jpeg,https://egypt.yallamotor.com/used-cars/audi/q3/2021/used-audi-q3-2021-cairo-1676926
Used BMW 1 Series Sedan 2023,Bmw,1-series-sedan,"EGP 4,300,000",2023,1 Series Sedan,"12,000 KM",Used,Automatic,Petrol,252,Blue,Cairo,Sedan,images_yallamotor\bmw_1-series-sedan_2023_56207\img_1.jpg; images_yallamotor\bmw_1-series-sedan_2023_56207\img_2.jpg; images_yallamotor\bmw_1-series-sedan_2023_56207\img_3.jpg; images_yallamotor\bmw_1-series-sedan_2023_56207\img_4.jpg; images_yallamotor\bmw_1-series-sedan_2023_56207\img_5.jpg,https://egypt.yallamotor.com/used-cars/bmw/1-series-sedan/2023/used-bmw-1-series-sedan-2023-cairo-1721508
Used BMW 1 Series 2014,Bmw,1-series,"EGP 955,000",2014,1 Series,"148,000 KM",Used,-,Petrol,"1,600",Silver,Cairo,Sedan,images_yallamotor\bmw_1-series_2014_69618\img_1.jpg; images_yallamotor\bmw_1-series_2014_69618\img_2.jpg; images_yallamotor\bmw_1-series_2014_69618\img_3.jpg; images_yallamotor\bmw_1-series_2014_69618\img_4.jpg,https://egypt.yallamotor.com/used-cars/bmw/1-series/2014/used-bmw-1-series-2014-cairo-2065916
